row_idx,label,caption,source_url,local_path,sha256
102,forged,"This photo clearly shows traces of manipulation, as a monkey sitting on a tree branch was spliced into the image.",https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/102/image/image.jpg?Expires=1772789147&Signature=N9w5vnY8gkM1LoSvaHkbwWOwB3LKNxOh9JBXg7Yq4XzIxH6aI6PFB-uImHXqqcn2wnimirSfTodTpWI-Ge71PUdmqSNWHnv1FK-vT9-MnRvxEpU0IhrSgxIl6vBovwVEWk7mzITwlZ-5OecgWOfIT5WE0VWAqsLChXDKbqisfCEOW0nqbaofCaqMyxqkKpUP7oXuz8yCM-Cj7XRof~9uMKR2P6xdeVsnga-kbq0iaTT~GARkKKCzbgRKbtFXTmyhQNXYCJy7YzqKL-ku1MCz-HyYtYggB4DrgOvc~YOyEa7Al8B1~rMfVtP2iRDBJtYUMgQ0GkHPdCzl2uHm9Jj-5A__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_12_row102.jpg,18b19130bc6434ace7e92fcacdc4da272a8d0cff5bd71f14a4533a9fc6e3970e
77,forged,Detailed examination demonstrates how a chocolate covered doughnut with a green logo was spliced into the image.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/77/image/image.jpg?Expires=1772789145&Signature=UBoPxwGzbf6s3Rc4Z4IZf9KaLtk4SvZQKmOMgPps-GMYomnngqum7EQ8B8UJHS8cDiZBmZIVnp3va3GkbIaTvoLxGE1VzvrhZvA6zo6w8trLtDfSFlbZUSOrFl9Qt6eo~jJCHAoC0mioBUv4cUhnSM2aQHM3FI7Tj6mn~9Fny9RWQcAp47QyusQUNdE2mJWHaSz6rqK1q9F0budZojOXOWxbLSvgBC3k4U8Dtvm4ewrdIrVeH7YwW3hQlCYXm3MqARgmYec5BXNkNEWT9ThaKl7imocotopkvQ7TesOuzXaGB22j9hbPmeMv3ghgfGLrDI06a7vPgwDK9ZQgjn~4ZA__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_13_row77.jpg,010d5c651b28facdc7dbe9f4b76f1e7bbd186c20b63eb8d64183d28bf3852810
195,authentic,There is no evidence of any manipulation in this image.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/195/image/image.jpg?Expires=1772789148&Signature=eXWKItqnLugAFr7XkJm6KyIwn-XDV5IC0awE~Po6mK5cHlCrZjiZPs6UDWLBRgHzQGkFtFL-oIlbGhqHuS04njFkuBX3YtNWmc-7yRbuofnLeHzSoC9SjtwWpp4Ar6c2htOPMIh1RIYe2usJlEUHDK6ohXQnjI3OjdjUrVz899ui0RceinRpVfzV8aws1Fkqq0MQ5OWlr6tD9CSeTy0-S7ngdxntNGE6wmKNJjt3WEOIrmBoMr8Dk6HT4mA3A6NCIc75oWO0i2TNB7NRtZNdDs9McUaXCkhIFSMpaCte1LrnMCkO7wf9DPmV2vQpK7Uyspoov-kRe6NWKUMgg1Alqg__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_13_row195.jpg,9abd77e0a967bd83081ae3759d0897b4ef0f060c29937f45367c3c94c1cab741
81,forged,"It is evident that a photo of a person riding a motorcycle was improperly integrated, revealing tampering.",https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/81/image/image.jpg?Expires=1772789145&Signature=tm5E67y8g9XymLA2p2VME9AfqwX8Q1HpPwq9w2j98nyyFdJFOl6XdOmPll4WASlpyUUtRc0cY7WmJHTxUFP-HC~nBjUeV36IXyQhZSsgl8DIKo03V~jfugw8M2OkCjokVxxiq4fldSH9~sRrFbsZPxH-FyJDa6b3hNKR~~r8oCBtWlqOXbEepAQa4ur1Dtj66Pa-1QdgtjKwxtB6aa4~wxYeDkBKLLvYcv3EzQI8w0JvwbdKuOr34WeiGBLt4ZJ3I0mDxufr89Y6bcGNmt7rwHipMGHAwkgU6H9p8W8G3CpwQXMp0mAfrnthdCd8Pa~70d9eWxYlz7PJWc7s93U-nw__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_14_row81.jpg,7f18806a0c1eef0b3e34ee52d5350eb4daee0ffdb551322412e293e40d4e74cc
69,authentic,No signs of digital manipulation are visible in this image.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/69/image/image.jpg?Expires=1772789145&Signature=wxekBtUc1WH44Y1tKWly1F-48sCG3u617e1AHNn76yG5z~9-6Ki2I3rYmU9s91akMTvV0nWloTKjVlHNtDlhTsmDeYjvOxt2RfBJt~QgQofaBm0K4Zlk4XklAjlY3rxcSSvaLYlWkK9RWteHM0eH1YpT9a0j9uEnLL3hrGkc~yZLyFsgZAdeuwUtS~uAWLfGKhZ3vZB170pJ5bE-8F~PiaDhJa8CkNSW54Qc0861faUMsjiFYVbVs3JDB8Q2WWQ3KkJR5kpgfS9OXRoSmatQ~mszo~BaZ3lp~Pnrk9ToZqKNQH63XKOjamW8MsiVrR13xrqIr0eVBsFfk3zVe6~lpg__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_14_row69.jpg,c6c057316fc5f03d5c147d7c10d622468b228d542cc4379b4cf61c2cc8248c63
87,forged,"A closer look confirms that, indicating that a photo of a cyclist was inserted post-capture.",https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/87/image/image.jpg?Expires=1772789145&Signature=hPMpXCePam5rTZ-nJvdcyi8U7VdkEHTs7F7x2mpXtmnvjfl4uKrNuLbpSjHJYWhzci2LPw0irG1GQfBNvN95IAVDZq9lkyDEAcpj6c5eqOzxuaAOq5V6ln189Y5fs8Xde08YJiKrpCLUAvru~o6uJoQ92yBE7RAjCpu~Iq7X30s-szP1k81UMTiCEfHlpa~Hh~Yhi7L60~T882Q3K0zgVZR1GVA~sCs9ODdMiylQ9wiXnNFXUbItUpjuRkVyQfureOMrUEytgmORHbKVs-fX1jjCmTkZcnJghOygrTcayudJAXJkmqNEb3k4Nsyr8yUxeuN7-EAr5mZGLp-XDDGKZg__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_15_row87.jpg,19e64e049216e83e68e3b38c3a04a735bf75ebd78e778a62c1688e2f51443bd4
108,authentic,No signs of digital manipulation are visible in this image.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/108/image/image.jpg?Expires=1772789147&Signature=0PiCHHc9DlKMREoest9f0wc9gAScb-XD1brdST87bW0WqnDUCwsKE1STWkgfxqIO5kwRkvMllLsDY~vPlyu0bjlgsioqQWkmw5W0aTQuPZch2VDfSz~~OriMPzqTRxKwT16abQ70tZaMff3VSo0IlCsPtnqYWx7728x5MLIAIY27Mls5CcsNncGe~TW9OY61fmJlqarSjCSo9VzOJbCX~4I8oSOvSpaaotamvrtIj6Y8sLfpv7TG7ZvbUX3w1JFtYmvfHStMI3PFTRVs3k3Gx12BZ9ggpDpF~mZHsFU1rioiycCWAvFI~C9hJElyjQsRixigw4D0ekedWMMNZ~SknA__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_15_row108.jpg,95fab4e4b20a504369722ec0e3ea5fa4229181842dca34ea8ca9ef3e4423d752
16,authentic,This image appears to be genuine and unaltered.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/16/image/image.jpg?Expires=1772789144&Signature=inGOgl7fnRJSe~M7ENmvWTWB9AMozfRqjeRLO5cSmtH2tvm0x~OqHSIBgOKdrU8nE35WSttX1rKXWc4MS2WSfpfb4ZVKgDMN8p7u3fPaDZDe0XezM-Wz3qEOKLuig6jsBCGaXs2oLLikSpKeuwNPtNslOFwOQfoMLD6sRFbk8XL95X2y~ciCRKspfO1YnqZfNSc6C7JnQoOR88I7qSm7uW0xULSOK8NDf7Ft-AjO7giRQKJtxnjHla5x2Ju58kDT6Uog0tncrPwVsw45vii0hYVyP380XtXcPc3yEMmawgWWkFSSP24pwcQxjHQkHXOjoHlVHlY-L3exlH~XP6DxdQ__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_16_row16.jpg,47f0518ceff3e10b30f98a3d2d9f28dc17e41724cfed7586636f442fe6e799ca
180,authentic,The image seems to be an original and unedited photograph.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/180/image/image.jpg?Expires=1772789148&Signature=blnv6-5KhHSurPaXzd1Dq0fCBKxwmHASkMJg~IT~HUiVWg0hRH3Fifd6pO26HRml1Tp2ryHCCDaafF3dQLaHX5sRPxwss46Hnu9FOHyRm~XIxojSTkow5c0j7UZ5Za-9X-uAzbf7EZRJQXuTVquMqualgmLAB0-W5MluwQ8L5eP91xzxN7qu9NyG92-sm1KANl71lyk0dSIFc27LCgK0ReddCZPF4B8qglAutEQz14GPFDQYKKDl42uRG9M2pL11JJK5BZ3qeb~k97erXRVjwOV~E1B~xUW-~8vGfVji~5xpju2LtaZZ0bDIIyIWaknbwfoa1AFazkrUFv2Od65h9g__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_17_row180.jpg,54b1fe7a107eb3ee24395f8a2456c8a679a50b2f2708e20725669861aa9e5641
19,forged,"This photo clearly shows traces of manipulation, as, indicating that a black dog with a pink nose was added in a splicing operation.",https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/19/image/image.jpg?Expires=1772789144&Signature=Pbummq2MspE-bO~0lxfDmaof0IhGjM-ayxoveAFs1R28K45PGEY44xqAU8jhqFJ5Alcw4z1hAC9k~eUdFO0nm9eF3PUAyxg9CuSv9lx32h3C2nRrliYK~Jq48ApuEozGUoTyZjAkt-tH~yw3mXJEcVlib1-SpY1vVRoh1IUYE1rfFq5M3cbO0LnDQc8K7SuEjWLlBYMSPIzYHUpvDd5zCQw6y6xwAB~nZPIBx8egxvjUR4KLJpvTpWSkP3EaduAqKtljImagymlCcomvLQaYuKJ4tj6KjI-iw7mTD9NBNzCimbW4Pp-0sr2HcCd~T3yYTS2kz67a4FdD7XqKYz1u4A__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_16_row19.jpg,f54378c14dc89e70a0cabc1ddd73aef1860b9896e30e01f1d9040a755a0ff4e8
34,forged,This image has no evident tampering.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/34/image/image.jpg?Expires=1772789145&Signature=cBi2PjRt~ESrCr-HJZo4iXW5gV7vuXv1jn3mwZNc0-LibEEfHdwxtjC62cKjgyTMvLcRcHliAsCZewjMoT6AJOJjbadZhxKJFMUNQ2Lu-xHjObKzdIXBOi72xBHTQdx0R77XT2CXXhOlEuR7DNo32H6hhZOIPgOfb5cIA35rSLUqy8RP2Oy9JUHg2ORw~8lORCxABy5a7fh0pMe8Ekwxte44cgbCcPdnCDxvfLw9KvbNULnndKyjOxoiGM9Mhxlm~YcaNjJLGGMnAEzlpkIpjFhTqELz62gOb8C1z-GYHIWcCSaspSDBu4k6y4k6zC6OdEaBAM94462PelloBghIOw__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_17_row34.jpg,c16d9b9039cb1dd9d1871701e49e77549c5b23201cfec40afda2c3849670cdec
66,forged,It is evident that a man in a red shirt and white pants was artificially inserted.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/66/image/image.jpg?Expires=1772789145&Signature=SvTP01V6slJ-r6Qu-N-Y~oQF~MdJzowfIy9czeD-vnE1s~5W7no34UCO-sqYSMBq154q28WT9yS3~N-aReN7fLrimMkhAarCIXUngfbznirNGvIaOafFkCo~9XdgwS5gT5JMYYH3qEL7-ph0-DMZ6MQUacpHjkYn2RwwNe8mVkZKTCt2o5wqv3t4Q5rkTlke6geFqV6iFojK7osmvZaoi1BGG4Nef64p17OJtByz59AAlRL7MkGNbwb8cBE-c4yasBYiJfJ-FHVz12JR0dfGGFwt2AykR~0jPUI8WgedoAgNk~YXmFLSiICi6Oq4EmkJizGV7eypjyPaJvOXPtsr8g__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_18_row66.jpg,aea239b0b230562d2642470fab99edf57a8ba2b62b35c98691a3136eb17d53b1
154,authentic,The image appears to be unmodified.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/154/image/image.jpg?Expires=1772789147&Signature=BZ5JAymhXL4UMWe3TmUfD9oyfMJICYG1sRAerNK6AbL2h4-8JH8xvCSvYPA2lM6j1xR1DlktW7fnQBaiJqBuAjDU-zT2nuNftPITbt6ChRjvypocZODBD3wOf-TJFRjmLQ3F3bQOIUFVd3rPT2AmIS1KTjP2AfHXBgPZVJqxCxLODLgfEbT6CW-F1pEjsJ~c0Y~XTBNcylqxRGSpFmiVBTrTua4DGUMBTENuf7iwiBBM05E4hnctFF~Xvert4fSzcGhyGsi3ifhdLMMLqhrcAJaFjcxImK~rUBzZibz4R92hAHIp2qSWNRbmlKkhFIx2CLVDwRDefLB~O8EDzUn3Ag__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_18_row154.jpg,34d479c9a95f2ff860894b18f9ca13429a5050cac01617e6599a52b4d0f14298
107,forged,No signs of tampering are detected in this image.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/107/image/image.jpg?Expires=1772789147&Signature=s7Z-fvTrtk1K7unCgL4nlHOR5hsbG3XOsKydJToKtqwY45PsAlTBHceZvMBsyclmXIMg8qY1CdvFYDk2ty8Xb8R-VQWdTiZy26SDxFT3v-Wthx~WtlXx8nyp8-GMNuFyHJ5erRt3K6qNmoQ7SFCjnGhhFFP8vQ5Sb2Hb0bL0pnwWoIMsIXsDUUDUv8l8bSokS2koNixhy-BaAPs4CqZcky59GQ-XyYwb546B~yJXuYNBM79vS5e-uaL8z6rfFcjBeUAbICW2RdT3J710Z83jUnW12ATzr6dCJtuoBWDWTSyTlOGDIgpwSA1mVzReRjVyM3ImK4g1ZcFjKK~slAnFWA__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_19_row107.jpg,bd7ca95a52a3781a0add21f7eed2888f4cde609477d09e2d3407e8a30d859da7
3,forged,This clearly shows that a photo of a cat was artificially inserted.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/3/image/image.jpg?Expires=1772789144&Signature=uhTDZSS14b1ea04ivTGZG5-L1zVc12o55peta7TXWDaDRn8Cd8vfmhnWmY0-SWz~SGB-0Pm3RlE2fYMaC-8Z13Av4UIhucQsWQU9vYk1Zv49gLVvjTOu~OftJU5rqy8h96FCUYbkyznSfrUDf8zEWfe-23XT6Z2sCI66ql7L0XLHPwCnGL5aDEWTuSSKurjja8vMoFfgl7x-qZWl5x666eOuq4NwYuv4xsa4Dhjf7aZriCdFo-PJRQkH1cGCxIw6RF0oKjM0ysUKvtpfdzO2icYstFgUeFJA0viLS-SvmCKAiXcipTmI7oWroEJNLAWXFsHWh30zGDZUW1k1Q5xUUA__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_20_row3.jpg,6a6684a847d6b4c0da1647ea7b84410e66d569a36d877aec898b6761def229f4
85,forged,No signs of tampering are detected in this image.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/85/image/image.jpg?Expires=1772789145&Signature=zAktI-v~gyaimwEznUGx6ZtPQRGkE0QaU-1djySqySeup9CXrWk9QnZgU0wYyS8iuiGFN4QEZ~7WxFkzG~ZXkX1~6CHBYh97pHigtiirCEFtP-0lJ9Y7vCuYSd06mgklh5AEnHDXzcpEly2eIk6LFm0Wx-HaAq0zAxrH-x4H7YC4gVyEFmnI~hQ6qAZNERfINebEaBm6wxKz7-1FGyFpA~qwC510wPT00sBf-gwd2UcH3aYCP4AL7z3UqH0FEXqJ3ESD1qphv~Ohzc78OfI1N0FVVPfG5BhWoAOOoQvSTBRc70uNPD6UdoBXeu-j3Hwizh5KdnWh4bHyUekLHlnOlQ__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_21_row85.jpg,286ba285dd430c4a622c592259674571fbdcd5c782ebc166ef8be896e5f56f37
26,authentic,The image seems to be an original and unedited photograph.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/26/image/image.jpg?Expires=1772789144&Signature=IbB6uZSabj3Ht9bVtbXaIHiX5bZjifGOziJWwXANW4wrJZw~IiQA0NUxqf9w8cucZM7xZa1Bq8zK0BYOUDo4FwaTupbdclpAcR5kP824kJLgm7bdrNpJ5k9xFxSVzFj~9Zz7ep2Ga5cC0t1c~Kz2oC55TJatm-GorU15cheW8RYIJV~Sp5rqyp7rBx2vRCUhXbVsCPRFpltegpqTcvESccZjR9BGZ3NbF~1zNvnoKqZU3vOPtCXnqo848KbDvq-56mFxyL7SME7pcq-IwpIdmHyPbkLiS30P5SyFgsxX1FlrMsiK9sf5aRVLm91g2nV9hGG1qw7B6Lu8lCIoX52ynA__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_19_row26.jpg,911561385c0633eccbadf69c79434cacdfc5c7c27cf865dde425400a9901982e
129,authentic,The image appears to be unmodified.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/129/image/image.jpg?Expires=1772789147&Signature=Mi9olOjxfTgWhT1N9IApZksp~aeEZv6DAnXmiggAcF-Ss6NnGB1kOH5vMaDMfyHN7ahw2g9mesVOcTH7JLFFrCxrAPr2JgQIhJcxWpXdKs818bKBkUq-mauL2~yNWh~jDvSZBjhgeosnKnuA2Sqz5yqpoBbYpV94-9pvpZmsmgspocdCaWvFbaBmEvJXGt-zQ2PD5PoClu0QXysCaLvPWHmtsxijKY13gO1Mm9-l9EPjrGhuAoapj0QBSPg9siMTkVMk4BiWqDEDnak7hFUPhkWjVhMioTfki-kh4E0ox5WvOXZ9oARupcCUydAOS6~8dSJmHkVn0nWZ1RTMfxNzVg__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_20_row129.jpg,db4b58e3ed156e52d75664cabe8c5e2202435197c022a77c4457592d8d7c9467
57,authentic,No signs of digital manipulation are visible in this image.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/57/image/image.jpg?Expires=1772789145&Signature=o8LfSakGM~Xv9wK6eA3B9HDMeRIKQYHZPgq1Uk6ZqbKJz3kknyt290MlmS0U1cBNgD2oAvTNK7s9kLK3CUdi4o9OceRz6oFBiPHC1Jv1QLK0Ew-AchSUg7xnNbU~ROxrYAMmnPYHVVxxvvcEaWUqlumxuv-dgEbETWPQkZG-qfvj51o0Co1nK8NCuAsvTHYXJzB1a5PjRaexcQhtb4TX8uOSuPQOfZWW3D2E~U4K45DWfOxPdTrtsJeXMtoexZCf89~NgKhrNppCojiS~AP1~oVoP8cExh92Rx2B7smzgY0R6D1H3UaUGWYuEXgMfpd75q46UveTc8t6tlylHSV59Q__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_21_row57.jpg,bb7384b74bce32645e70fc772028de8c466e363160f0f1de553d626a7f3ddce8
140,authentic,The image appears to be unmodified.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/140/image/image.jpg?Expires=1772789147&Signature=OvNKvjcr6qKlaaBwyNph2pHWgd3oioCVr2rGexlYuy7e3-gtDyCJe92MaFi5lXBkyQsjlwrKpai5NZL9DZCz8bLxotfP3PslqX7FUou4eu2gh8cftwqrTFYIGy7bl8~1JklIfLB16h4YGKUBQurqI1m3C-xdPhAa0M-VekQwXg5lv10fiW01FRTLNxpHqJFuvEShrZGgQK8GEv-XxuHAsuyobNDtpnfKCqKN3SbHb2cLYCJBvN3b5LTdJG2Ys7Rrhi-3dHFDxQ3gnXrj2e3YyOJ6Mzmgv7CZhwg9-5F7S9TMAIJgRCa3YwE-eZxykvlxGpwJ~x2T3B2kZz0L9tKVjA__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_22_row140.jpg,13a95092822633f2a96395a1cd9e24d0f1b036e0275383bcc3b4895fbab5d9fa
141,authentic,The image seems to be an original and unedited photograph.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/141/image/image.jpg?Expires=1772789147&Signature=wEL-4QE64roLyqJVieaNHS0sHFMjneF4RQBU57EFyBC2tMv4ZWIg5lRmC530wsEV6xk6gUTRP9Ep36ccnjGvasOdzMloo-2CtH1XkLR1nCpRuWNR0M1oEHHM9W~eFiJyParJDiDHUJ0ZsidA5XO7AZ7TW6xGTJQSGZ04oT6dQSbPVEyP-1UJ6r0I~CXe17XnEs701dYr5MdNNgtzFgHIVyXYZcq3O4gVQbOLnEGacCXtjiX7bRrC1ZkhlUC3NseukzucMOd96PCHRcFdh-U24iov1BU6Ii9bIl3yY8bMG7B305Ovu0rAp7MC9T9nybqu2CsYvvk9zzN8C5UAzAMjLg__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_23_row141.jpg,10692bd075a183692bdb3591d5bf97832a0ca5b23307458fb8d37a1b5e855b68
44,authentic,There is no evidence of any manipulation in this image.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/44/image/image.jpg?Expires=1772789145&Signature=iSvdxMEnHBd51X7qnRa1qxJGkiUriNcd3GSU205GKZXOzNLimFOwnyC~Aa4IdP9hn-y7-Dirh2GPxg~PrVWGZSMsZ6xGPacLEcGkNMx7OPMCXwkbuKFMFPWvcVpcdrEQy33lQlV63-sSFj7nfyJ-68-RLN-1JmDtlXFxHSDwprHWibGGFcfg5AYzzHjj0ClHRn7UDBuNmnVhTFjkkORPCcrlb-qNQQlDTHeJAPitXkhm291lJRQU22DosQE7ij464NSIJ41-LWqOm5HRwAhXWnp2Hxu6qO6hvaF~4ohAY2v4A5VP97ZxOEi3z~G-tjPWc4uZy7JjSKfC8EOznbrzAQ__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\authentic\authentic_24_row44.jpg,a31c1b594b5a29fb18cb6ae6bfcaa53ad0f542eb16b85cb8fce08177eb4ca35d
40,forged,No signs of tampering are detected in this image.,https://datasets-server.huggingface.co/cached-assets/lorenzo-morelli/image-splicing-deepfake-mix/--/a071f3badf3b54c39b0ffa63d28ba35842515657/--/default/train/40/image/image.jpg?Expires=1772789145&Signature=qAfab04nAeK3pcYDPZayfslWLDdlXlTQBOfeXVHFU9aLXghtk9-C8qWqnuqK-VqYHMMyqQV3xhyQglcOoIafFbcmsgumtEZmissRGVjhvuQvYEN3IdaXQ0wl8XMv0is6bzrLnX5hGcGmcD~XAXTR7AQbkLAE7evgHQeeEc2oWsNzHo9kQv6vVPOK04ccyegCzXUCozTZGR46y7cKqwcqJEE1IH1Cw8J5LqAKNV7d3foZstaIQt0DaBxCSvZqxI4bjDDSMjiOGgYgIHzymUcxf5NjmxxU7x0R5s8Wr69ufG8-2XYSGeW5D84OCd0n4IcJkm8EAmVw4Oz8XwfQPnzLTw__&Key-Pair-Id=K3EI6M078Z3AC3,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\external_hf_splicing_mix_100\forged\forged_22_row40.jpg,cfcdb615b855ed7f8ad903fdb8de236cb1f1036e781cd0f84124311c724357bf
